id	enrichment	description	ratio_in_study	ratio_in_pop	p_uncorrected	p_fdr	namespace	genes_in_study
GO:0001067	e	regulatory region nucleic acid binding	26/1193	166/12296	0.0164	1	molecular_function	PLEOSDRAFT_172359;PLEOSDRAFT_172367;PLEOSDRAFT_1043194;PLEOSDRAFT_1106007;PLEOSDRAFT_173665;PLEOSDRAFT_1083727;PLEOSDRAFT_1111581;PLEOSDRAFT_1113424;PLEOSDRAFT_1101880;PLEOSDRAFT_1087686;PLEOSDRAFT_1067159;PLEOSDRAFT_1033649;PLEOSDRAFT_1092515;PLEOSDRAFT_1063924;PLEOSDRAFT_33270;PLEOSDRAFT_1078467;PLEOSDRAFT_1055720;PLEOSDRAFT_1036108;PLEOSDRAFT_1039449;PLEOSDRAFT_1111698;PLEOSDRAFT_1034505;PLEOSDRAFT_1112721;PLEOSDRAFT_173235;PLEOSDRAFT_160547;PLEOSDRAFT_1089335;PLEOSDRAFT_1023395
GO:0045786	e	negative regulation of cell cycle	36/1193	249/12296	0.0166	1	biological_process	PLEOSDRAFT_1056853;PLEOSDRAFT_1095875;PLEOSDRAFT_1061152;PLEOSDRAFT_1057320;PLEOSDRAFT_1075925;PLEOSDRAFT_1075361;PLEOSDRAFT_1045884;PLEOSDRAFT_1025853;PLEOSDRAFT_1053841;PLEOSDRAFT_173562;PLEOSDRAFT_1080378;PLEOSDRAFT_1039251;PLEOSDRAFT_1061975;PLEOSDRAFT_1088405;PLEOSDRAFT_1054987;PLEOSDRAFT_173829;PLEOSDRAFT_160280;PLEOSDRAFT_1089575;PLEOSDRAFT_28294;PLEOSDRAFT_1059173;PLEOSDRAFT_1060462;PLEOSDRAFT_1079019;PLEOSDRAFT_1066840;PLEOSDRAFT_42627;PLEOSDRAFT_1099226;PLEOSDRAFT_1088772;PLEOSDRAFT_1038786;PLEOSDRAFT_1032228;PLEOSDRAFT_1109702;PLEOSDRAFT_1052087;PLEOSDRAFT_1045135;PLEOSDRAFT_23768;PLEOSDRAFT_1093096;PLEOSDRAFT_1094205;PLEOSDRAFT_1049340;PLEOSDRAFT_1053052
GO:0030041	e	actin filament polymerization	4/1193	11/12296	0.0167	1	biological_process	PLEOSDRAFT_1110657;PLEOSDRAFT_1056973;PLEOSDRAFT_1073892;PLEOSDRAFT_1098183
GO:0009220	e	pyrimidine ribonucleotide biosynthetic process	4/1193	11/12296	0.0167	1	biological_process	PLEOSDRAFT_1111211;PLEOSDRAFT_1089042;PLEOSDRAFT_1111981;PLEOSDRAFT_1052542
GO:0006771	e	riboflavin metabolic process	4/1193	11/12296	0.0167	1	biological_process	PLEOSDRAFT_1089851;PLEOSDRAFT_1089144;PLEOSDRAFT_1066454;PLEOSDRAFT_1060713
GO:0016886	e	"ligase activity, forming phosphoric ester bonds"	4/1193	11/12296	0.0167	1	molecular_function	PLEOSDRAFT_1053971;PLEOSDRAFT_1037442;PLEOSDRAFT_41141;PLEOSDRAFT_51517
GO:0006544	e	glycine metabolic process	4/1193	11/12296	0.0167	1	biological_process	PLEOSDRAFT_1063015;PLEOSDRAFT_1078749;PLEOSDRAFT_1071767;PLEOSDRAFT_1101706
GO:0009231	e	riboflavin biosynthetic process	4/1193	11/12296	0.0167	1	biological_process	PLEOSDRAFT_1089851;PLEOSDRAFT_1089144;PLEOSDRAFT_1066454;PLEOSDRAFT_1060713
GO:0035967	e	cellular response to topologically incorrect protein	17/1193	99/12296	0.0167	1	biological_process	PLEOSDRAFT_1090083;PLEOSDRAFT_1067221;PLEOSDRAFT_1050849;PLEOSDRAFT_1069239;PLEOSDRAFT_1089553;PLEOSDRAFT_1090983;PLEOSDRAFT_1111204;PLEOSDRAFT_1053318;PLEOSDRAFT_1063998;PLEOSDRAFT_1076051;PLEOSDRAFT_1088541;PLEOSDRAFT_1091903;PLEOSDRAFT_1087703;PLEOSDRAFT_1100451;PLEOSDRAFT_1053052;PLEOSDRAFT_1088721;PLEOSDRAFT_1061513
GO:0070897	e	transcription preinitiation complex assembly	8/1193	35/12296	0.0168	1	biological_process	PLEOSDRAFT_1043194;PLEOSDRAFT_1033649;PLEOSDRAFT_1092515;PLEOSDRAFT_1063924;PLEOSDRAFT_1039449;PLEOSDRAFT_1048718;PLEOSDRAFT_1113463;PLEOSDRAFT_1023395
GO:0031122	e	cytoplasmic microtubule organization	8/1193	35/12296	0.0168	1	biological_process	PLEOSDRAFT_1091050;PLEOSDRAFT_1075925;PLEOSDRAFT_1064256;PLEOSDRAFT_1096263;PLEOSDRAFT_1105372;PLEOSDRAFT_1113999;PLEOSDRAFT_1061348;PLEOSDRAFT_1066547
GO:0030863	e	cortical cytoskeleton	28/1193	185/12296	0.0168	1	cellular_component	PLEOSDRAFT_1087983;PLEOSDRAFT_1057992;PLEOSDRAFT_1061014;PLEOSDRAFT_52253;PLEOSDRAFT_1110657;PLEOSDRAFT_1112748;PLEOSDRAFT_1075925;PLEOSDRAFT_173562;PLEOSDRAFT_1036554;PLEOSDRAFT_1056973;PLEOSDRAFT_1090605;PLEOSDRAFT_1068398;PLEOSDRAFT_1059008;PLEOSDRAFT_1077992;PLEOSDRAFT_1093789;PLEOSDRAFT_1113999;PLEOSDRAFT_1073892;PLEOSDRAFT_1095043;PLEOSDRAFT_1098183;PLEOSDRAFT_1066597;PLEOSDRAFT_1052087;PLEOSDRAFT_1114037;PLEOSDRAFT_1110788;PLEOSDRAFT_1061348;PLEOSDRAFT_1093096;PLEOSDRAFT_1094205;PLEOSDRAFT_1058112;PLEOSDRAFT_1044239
GO:0051168	e	nuclear export	28/1193	186/12296	0.0173	1	biological_process	PLEOSDRAFT_1098108;PLEOSDRAFT_1070466;PLEOSDRAFT_1039394;PLEOSDRAFT_60781;PLEOSDRAFT_1070256;PLEOSDRAFT_1089478;PLEOSDRAFT_1061152;PLEOSDRAFT_1098711;PLEOSDRAFT_161214;PLEOSDRAFT_1049482;PLEOSDRAFT_1063873;PLEOSDRAFT_33283;PLEOSDRAFT_1089494;PLEOSDRAFT_1057271;PLEOSDRAFT_155108;PLEOSDRAFT_28314;PLEOSDRAFT_1062741;PLEOSDRAFT_4300;PLEOSDRAFT_1053317;PLEOSDRAFT_27293;PLEOSDRAFT_1068846;PLEOSDRAFT_1058771;PLEOSDRAFT_1089113;PLEOSDRAFT_1092940;PLEOSDRAFT_1089208;PLEOSDRAFT_1047371;PLEOSDRAFT_155371;PLEOSDRAFT_1064969
GO:0051704	e	multi-organism process	82/1193	656/12296	0.0174	1	biological_process	PLEOSDRAFT_1063234;PLEOSDRAFT_1095875;PLEOSDRAFT_1070256;PLEOSDRAFT_1090402;PLEOSDRAFT_1057320;PLEOSDRAFT_1110657;PLEOSDRAFT_1062548;PLEOSDRAFT_1035026;PLEOSDRAFT_1053841;PLEOSDRAFT_38169;PLEOSDRAFT_1063873;PLEOSDRAFT_1090849;PLEOSDRAFT_1087719;PLEOSDRAFT_1050244;PLEOSDRAFT_1075708;PLEOSDRAFT_1080378;PLEOSDRAFT_1052040;PLEOSDRAFT_1088405;PLEOSDRAFT_33932;PLEOSDRAFT_1061901;PLEOSDRAFT_1063222;PLEOSDRAFT_60667;PLEOSDRAFT_1059173;PLEOSDRAFT_1094340;PLEOSDRAFT_42791;PLEOSDRAFT_1049732;PLEOSDRAFT_1035220;PLEOSDRAFT_1088454;PLEOSDRAFT_1079019;PLEOSDRAFT_1090158;PLEOSDRAFT_1075411;PLEOSDRAFT_1089553;PLEOSDRAFT_1102839;PLEOSDRAFT_1061285;PLEOSDRAFT_1091920;PLEOSDRAFT_1063312;PLEOSDRAFT_1088585;PLEOSDRAFT_33270;PLEOSDRAFT_166299;PLEOSDRAFT_1050001;PLEOSDRAFT_1111204;PLEOSDRAFT_1111332;PLEOSDRAFT_1038786;PLEOSDRAFT_1113795;PLEOSDRAFT_1110796;PLEOSDRAFT_51517;PLEOSDRAFT_1095758;PLEOSDRAFT_1110177;PLEOSDRAFT_1039449;PLEOSDRAFT_1088284;PLEOSDRAFT_1111769;PLEOSDRAFT_1059525;PLEOSDRAFT_1113999;PLEOSDRAFT_24082;PLEOSDRAFT_1107886;PLEOSDRAFT_1090792;PLEOSDRAFT_1073892;PLEOSDRAFT_1064157;PLEOSDRAFT_1095866;PLEOSDRAFT_1062678;PLEOSDRAFT_1065257;PLEOSDRAFT_1098183;PLEOSDRAFT_1071189;PLEOSDRAFT_1096996;PLEOSDRAFT_34426;PLEOSDRAFT_1111515;PLEOSDRAFT_1114037;PLEOSDRAFT_61029;PLEOSDRAFT_1088861;PLEOSDRAFT_166613;PLEOSDRAFT_23768;PLEOSDRAFT_1061348;PLEOSDRAFT_1064814;PLEOSDRAFT_1093096;PLEOSDRAFT_1094205;PLEOSDRAFT_1089236;PLEOSDRAFT_1049340;PLEOSDRAFT_174897;PLEOSDRAFT_156657;PLEOSDRAFT_1034336;PLEOSDRAFT_1087553;PLEOSDRAFT_1066922
GO:0010720	e	positive regulation of cell development	9/1193	42/12296	0.0175	1	biological_process	PLEOSDRAFT_1053841;PLEOSDRAFT_28294;PLEOSDRAFT_1088007;PLEOSDRAFT_1072467;PLEOSDRAFT_1068698;PLEOSDRAFT_27956;PLEOSDRAFT_1111769;PLEOSDRAFT_1066212;PLEOSDRAFT_1062678
GO:0098852	e	lytic vacuole membrane	45/1193	328/12296	0.0176	1	cellular_component	PLEOSDRAFT_1087983;PLEOSDRAFT_1070256;PLEOSDRAFT_1093620;PLEOSDRAFT_1058633;PLEOSDRAFT_1035349;PLEOSDRAFT_1087719;PLEOSDRAFT_1037150;PLEOSDRAFT_33932;PLEOSDRAFT_1111031;PLEOSDRAFT_1089460;PLEOSDRAFT_1090211;PLEOSDRAFT_1049732;PLEOSDRAFT_1112279;PLEOSDRAFT_1050380;PLEOSDRAFT_1090158;PLEOSDRAFT_1094463;PLEOSDRAFT_1061285;PLEOSDRAFT_1091920;PLEOSDRAFT_1108883;PLEOSDRAFT_1089076;PLEOSDRAFT_1038983;PLEOSDRAFT_1098438;PLEOSDRAFT_24093;PLEOSDRAFT_1060454;PLEOSDRAFT_1063998;PLEOSDRAFT_1095758;PLEOSDRAFT_174947;PLEOSDRAFT_1065757;PLEOSDRAFT_1090707;PLEOSDRAFT_1093339;PLEOSDRAFT_1094019;PLEOSDRAFT_1056060;PLEOSDRAFT_1064655;PLEOSDRAFT_1113907;PLEOSDRAFT_1094816;PLEOSDRAFT_1062486;PLEOSDRAFT_1110788;PLEOSDRAFT_1042508;PLEOSDRAFT_166613;PLEOSDRAFT_1064105;PLEOSDRAFT_1089580;PLEOSDRAFT_1049340;PLEOSDRAFT_62392;PLEOSDRAFT_1092880;PLEOSDRAFT_164904
GO:0019220	e	regulation of phosphate metabolic process	48/1193	355/12296	0.0177	1	biological_process	PLEOSDRAFT_1056853;PLEOSDRAFT_1075328;PLEOSDRAFT_1095875;PLEOSDRAFT_1068853;PLEOSDRAFT_1062548;PLEOSDRAFT_1075361;PLEOSDRAFT_22852;PLEOSDRAFT_1035349;PLEOSDRAFT_1025853;PLEOSDRAFT_1053841;PLEOSDRAFT_174270;PLEOSDRAFT_173829;PLEOSDRAFT_1112776;PLEOSDRAFT_1113512;PLEOSDRAFT_1089864;PLEOSDRAFT_1054035;PLEOSDRAFT_20239;PLEOSDRAFT_1114155;PLEOSDRAFT_1037970;PLEOSDRAFT_1079019;PLEOSDRAFT_1061475;PLEOSDRAFT_1092209;PLEOSDRAFT_33270;PLEOSDRAFT_1088772;PLEOSDRAFT_1092749;PLEOSDRAFT_1090672;PLEOSDRAFT_1097739;PLEOSDRAFT_1062078;PLEOSDRAFT_1088739;PLEOSDRAFT_1045039;PLEOSDRAFT_33522;PLEOSDRAFT_1062678;PLEOSDRAFT_1065257;PLEOSDRAFT_1052087;PLEOSDRAFT_1061246;PLEOSDRAFT_34426;PLEOSDRAFT_1065076;PLEOSDRAFT_1090663;PLEOSDRAFT_1088381;PLEOSDRAFT_1093096;PLEOSDRAFT_156657;PLEOSDRAFT_1090244;PLEOSDRAFT_155121;PLEOSDRAFT_1061513;PLEOSDRAFT_1094051;PLEOSDRAFT_1110500;PLEOSDRAFT_1112255;PLEOSDRAFT_1062463
GO:0051174	e	regulation of phosphorus metabolic process	48/1193	355/12296	0.0177	1	biological_process	PLEOSDRAFT_1056853;PLEOSDRAFT_1075328;PLEOSDRAFT_1095875;PLEOSDRAFT_1068853;PLEOSDRAFT_1062548;PLEOSDRAFT_1075361;PLEOSDRAFT_22852;PLEOSDRAFT_1035349;PLEOSDRAFT_1025853;PLEOSDRAFT_1053841;PLEOSDRAFT_174270;PLEOSDRAFT_173829;PLEOSDRAFT_1112776;PLEOSDRAFT_1113512;PLEOSDRAFT_1089864;PLEOSDRAFT_1054035;PLEOSDRAFT_20239;PLEOSDRAFT_1114155;PLEOSDRAFT_1037970;PLEOSDRAFT_1079019;PLEOSDRAFT_1061475;PLEOSDRAFT_1092209;PLEOSDRAFT_33270;PLEOSDRAFT_1088772;PLEOSDRAFT_1092749;PLEOSDRAFT_1090672;PLEOSDRAFT_1097739;PLEOSDRAFT_1062078;PLEOSDRAFT_1088739;PLEOSDRAFT_1045039;PLEOSDRAFT_33522;PLEOSDRAFT_1062678;PLEOSDRAFT_1065257;PLEOSDRAFT_1052087;PLEOSDRAFT_1061246;PLEOSDRAFT_34426;PLEOSDRAFT_1065076;PLEOSDRAFT_1090663;PLEOSDRAFT_1088381;PLEOSDRAFT_1093096;PLEOSDRAFT_156657;PLEOSDRAFT_1090244;PLEOSDRAFT_155121;PLEOSDRAFT_1061513;PLEOSDRAFT_1094051;PLEOSDRAFT_1110500;PLEOSDRAFT_1112255;PLEOSDRAFT_1062463
GO:0044092	e	negative regulation of molecular function	24/1193	152/12296	0.0179	1	biological_process	PLEOSDRAFT_1095875;PLEOSDRAFT_1110657;PLEOSDRAFT_1089399;PLEOSDRAFT_1096689;PLEOSDRAFT_1062548;PLEOSDRAFT_1045884;PLEOSDRAFT_1025853;PLEOSDRAFT_1043194;PLEOSDRAFT_173829;PLEOSDRAFT_1037970;PLEOSDRAFT_1088350;PLEOSDRAFT_1045223;PLEOSDRAFT_1087775;PLEOSDRAFT_1032228;PLEOSDRAFT_1073892;PLEOSDRAFT_1063993;PLEOSDRAFT_1098183;PLEOSDRAFT_1045135;PLEOSDRAFT_1093096;PLEOSDRAFT_1058112;PLEOSDRAFT_1090244;PLEOSDRAFT_1061513;PLEOSDRAFT_1094051;PLEOSDRAFT_1112255
GO:0009267	e	cellular response to starvation	34/1193	234/12296	0.0184	1	biological_process	PLEOSDRAFT_1056853;PLEOSDRAFT_1095022;PLEOSDRAFT_166368;PLEOSDRAFT_1110657;PLEOSDRAFT_1062548;PLEOSDRAFT_1035349;PLEOSDRAFT_174270;PLEOSDRAFT_1090849;PLEOSDRAFT_1112776;PLEOSDRAFT_160280;PLEOSDRAFT_1063222;PLEOSDRAFT_1068763;PLEOSDRAFT_1087686;PLEOSDRAFT_1088585;PLEOSDRAFT_33270;PLEOSDRAFT_1111204;PLEOSDRAFT_1097623;PLEOSDRAFT_1038983;PLEOSDRAFT_1058188;PLEOSDRAFT_40969;PLEOSDRAFT_21661;PLEOSDRAFT_1090334;PLEOSDRAFT_24082;PLEOSDRAFT_1073892;PLEOSDRAFT_1065257;PLEOSDRAFT_61563;PLEOSDRAFT_34426;PLEOSDRAFT_1058604;PLEOSDRAFT_1110336;PLEOSDRAFT_1049340;PLEOSDRAFT_174897;PLEOSDRAFT_62392;PLEOSDRAFT_1094051;PLEOSDRAFT_1110500
GO:0033866	e	nucleoside bisphosphate biosynthetic process	7/1193	29/12296	0.0185	1	biological_process	PLEOSDRAFT_1091334;PLEOSDRAFT_1087986;PLEOSDRAFT_1091974;PLEOSDRAFT_50782;PLEOSDRAFT_1091136;PLEOSDRAFT_1058547;PLEOSDRAFT_1039228
GO:0005763	e	mitochondrial small ribosomal subunit	7/1193	29/12296	0.0185	1	cellular_component	PLEOSDRAFT_1063308;PLEOSDRAFT_1050854;PLEOSDRAFT_1016848;PLEOSDRAFT_1068339;PLEOSDRAFT_50602;PLEOSDRAFT_1034155;PLEOSDRAFT_1056572
GO:0034030	e	ribonucleoside bisphosphate biosynthetic process	7/1193	29/12296	0.0185	1	biological_process	PLEOSDRAFT_1091334;PLEOSDRAFT_1087986;PLEOSDRAFT_1091974;PLEOSDRAFT_50782;PLEOSDRAFT_1091136;PLEOSDRAFT_1058547;PLEOSDRAFT_1039228
GO:0007050	e	cell cycle arrest	7/1193	29/12296	0.0185	1	biological_process	PLEOSDRAFT_1053841;PLEOSDRAFT_173562;PLEOSDRAFT_1054987;PLEOSDRAFT_160280;PLEOSDRAFT_28294;PLEOSDRAFT_1099226;PLEOSDRAFT_1049340
GO:0040001	e	establishment of mitotic spindle localization	7/1193	29/12296	0.0185	1	biological_process	PLEOSDRAFT_1110657;PLEOSDRAFT_1075925;PLEOSDRAFT_1113999;PLEOSDRAFT_1073892;PLEOSDRAFT_1066597;PLEOSDRAFT_1114037;PLEOSDRAFT_1061348
GO:0034033	e	purine nucleoside bisphosphate biosynthetic process	7/1193	29/12296	0.0185	1	biological_process	PLEOSDRAFT_1091334;PLEOSDRAFT_1087986;PLEOSDRAFT_1091974;PLEOSDRAFT_50782;PLEOSDRAFT_1091136;PLEOSDRAFT_1058547;PLEOSDRAFT_1039228
GO:0046915	e	transition metal ion transmembrane transporter activity	7/1193	29/12296	0.0185	1	molecular_function	PLEOSDRAFT_1046423;PLEOSDRAFT_1068763;PLEOSDRAFT_33052;PLEOSDRAFT_1037970;PLEOSDRAFT_24093;PLEOSDRAFT_1060454;PLEOSDRAFT_1056060
GO:0000314	e	organellar small ribosomal subunit	7/1193	29/12296	0.0185	1	cellular_component	PLEOSDRAFT_1063308;PLEOSDRAFT_1050854;PLEOSDRAFT_1016848;PLEOSDRAFT_1068339;PLEOSDRAFT_50602;PLEOSDRAFT_1034155;PLEOSDRAFT_1056572
GO:0035966	e	response to topologically incorrect protein	18/1193	105/12296	0.0185	1	biological_process	PLEOSDRAFT_1090083;PLEOSDRAFT_1053360;PLEOSDRAFT_1067221;PLEOSDRAFT_1050849;PLEOSDRAFT_1069239;PLEOSDRAFT_1089553;PLEOSDRAFT_1090983;PLEOSDRAFT_1111204;PLEOSDRAFT_1053318;PLEOSDRAFT_1063998;PLEOSDRAFT_1076051;PLEOSDRAFT_1088541;PLEOSDRAFT_1091903;PLEOSDRAFT_1087703;PLEOSDRAFT_1100451;PLEOSDRAFT_1053052;PLEOSDRAFT_1088721;PLEOSDRAFT_1061513
GO:0032101	e	regulation of response to external stimulus	14/1193	77/12296	0.0188	1	biological_process	PLEOSDRAFT_1062548;PLEOSDRAFT_1050244;PLEOSDRAFT_160280;PLEOSDRAFT_1087686;PLEOSDRAFT_20239;PLEOSDRAFT_1079019;PLEOSDRAFT_1089553;PLEOSDRAFT_1063312;PLEOSDRAFT_33270;PLEOSDRAFT_1068698;PLEOSDRAFT_1088347;PLEOSDRAFT_1052129;PLEOSDRAFT_1062678;PLEOSDRAFT_34426
GO:0015405	e	P-P-bond-hydrolysis-driven transmembrane transporter activity	22/1193	137/12296	0.0189	1	molecular_function	PLEOSDRAFT_1091979;PLEOSDRAFT_1058633;PLEOSDRAFT_1046423;PLEOSDRAFT_24815;PLEOSDRAFT_1061059;PLEOSDRAFT_1112708;PLEOSDRAFT_1111031;PLEOSDRAFT_1090211;PLEOSDRAFT_1037970;PLEOSDRAFT_1090158;PLEOSDRAFT_1061285;PLEOSDRAFT_1091920;PLEOSDRAFT_1065490;PLEOSDRAFT_1092650;PLEOSDRAFT_1087304;PLEOSDRAFT_1095758;PLEOSDRAFT_1065757;PLEOSDRAFT_1110948;PLEOSDRAFT_1094816;PLEOSDRAFT_1042508;PLEOSDRAFT_1089580;PLEOSDRAFT_35454
GO:0015399	e	primary active transmembrane transporter activity	22/1193	137/12296	0.0189	1	molecular_function	PLEOSDRAFT_1091979;PLEOSDRAFT_1058633;PLEOSDRAFT_1046423;PLEOSDRAFT_24815;PLEOSDRAFT_1061059;PLEOSDRAFT_1112708;PLEOSDRAFT_1111031;PLEOSDRAFT_1090211;PLEOSDRAFT_1037970;PLEOSDRAFT_1090158;PLEOSDRAFT_1061285;PLEOSDRAFT_1091920;PLEOSDRAFT_1065490;PLEOSDRAFT_1092650;PLEOSDRAFT_1087304;PLEOSDRAFT_1095758;PLEOSDRAFT_1065757;PLEOSDRAFT_1110948;PLEOSDRAFT_1094816;PLEOSDRAFT_1042508;PLEOSDRAFT_1089580;PLEOSDRAFT_35454
GO:0050662	e	coenzyme binding	20/1193	121/12296	0.019	1	molecular_function	PLEOSDRAFT_1092225;PLEOSDRAFT_1095873;PLEOSDRAFT_1101890;PLEOSDRAFT_1082001;PLEOSDRAFT_1094779;PLEOSDRAFT_41896;PLEOSDRAFT_1074857;PLEOSDRAFT_1054035;PLEOSDRAFT_1112695;PLEOSDRAFT_50782;PLEOSDRAFT_1043428;PLEOSDRAFT_1091387;PLEOSDRAFT_1090291;PLEOSDRAFT_1088347;PLEOSDRAFT_1093765;PLEOSDRAFT_1092197;PLEOSDRAFT_1058949;PLEOSDRAFT_1090897;PLEOSDRAFT_1067617;PLEOSDRAFT_1088946
GO:0008154	e	actin polymerization or depolymerization	5/1193	17/12296	0.0196	1	biological_process	PLEOSDRAFT_1110657;PLEOSDRAFT_1056973;PLEOSDRAFT_1073892;PLEOSDRAFT_1098183;PLEOSDRAFT_1058112
GO:0071072	e	negative regulation of phospholipid biosynthetic process	5/1193	17/12296	0.0196	1	biological_process	PLEOSDRAFT_1114155;PLEOSDRAFT_1088772;PLEOSDRAFT_156657;PLEOSDRAFT_155121;PLEOSDRAFT_1062463
GO:0006730	e	one-carbon metabolic process	5/1193	17/12296	0.0196	1	biological_process	PLEOSDRAFT_1063015;PLEOSDRAFT_1078749;PLEOSDRAFT_1073569;PLEOSDRAFT_1101706;PLEOSDRAFT_1059932
GO:0009310	e	amine catabolic process	5/1193	17/12296	0.0196	1	biological_process	PLEOSDRAFT_153474;PLEOSDRAFT_1097688;PLEOSDRAFT_160448;PLEOSDRAFT_41319;PLEOSDRAFT_1060869
GO:1903726	e	negative regulation of phospholipid metabolic process	5/1193	17/12296	0.0196	1	biological_process	PLEOSDRAFT_1114155;PLEOSDRAFT_1088772;PLEOSDRAFT_156657;PLEOSDRAFT_155121;PLEOSDRAFT_1062463
GO:0035494	e	SNARE complex disassembly	5/1193	17/12296	0.0196	1	biological_process	PLEOSDRAFT_1038306;PLEOSDRAFT_1112402;PLEOSDRAFT_1090764;PLEOSDRAFT_1078518;PLEOSDRAFT_1079389
GO:0016655	e	"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor"	6/1193	23/12296	0.0196	1	molecular_function	PLEOSDRAFT_41896;PLEOSDRAFT_1110825;PLEOSDRAFT_1060326;PLEOSDRAFT_46913;PLEOSDRAFT_1092169;PLEOSDRAFT_1051773
GO:0015629	e	actin cytoskeleton	29/1193	195/12296	0.0197	1	cellular_component	PLEOSDRAFT_1087983;PLEOSDRAFT_1057992;PLEOSDRAFT_1061014;PLEOSDRAFT_52253;PLEOSDRAFT_1110657;PLEOSDRAFT_1112748;PLEOSDRAFT_173562;PLEOSDRAFT_1036554;PLEOSDRAFT_1063222;PLEOSDRAFT_60667;PLEOSDRAFT_1056973;PLEOSDRAFT_1094340;PLEOSDRAFT_42791;PLEOSDRAFT_1090605;PLEOSDRAFT_1068398;PLEOSDRAFT_1059008;PLEOSDRAFT_1077992;PLEOSDRAFT_1093789;PLEOSDRAFT_1090792;PLEOSDRAFT_1073892;PLEOSDRAFT_1095043;PLEOSDRAFT_1098183;PLEOSDRAFT_1066597;PLEOSDRAFT_1052087;PLEOSDRAFT_1114037;PLEOSDRAFT_1110788;PLEOSDRAFT_1093096;PLEOSDRAFT_1058112;PLEOSDRAFT_1044239
GO:0016829	e	lyase activity	29/1193	196/12296	0.0202	1	molecular_function	PLEOSDRAFT_1041924;PLEOSDRAFT_1074436;PLEOSDRAFT_41213;PLEOSDRAFT_1089851;PLEOSDRAFT_1094779;PLEOSDRAFT_1093313;PLEOSDRAFT_1099171;PLEOSDRAFT_1075708;PLEOSDRAFT_160448;PLEOSDRAFT_1067024;PLEOSDRAFT_1093271;PLEOSDRAFT_1063965;PLEOSDRAFT_1113034;PLEOSDRAFT_1063312;PLEOSDRAFT_1095722;PLEOSDRAFT_21503;PLEOSDRAFT_1066454;PLEOSDRAFT_1066801;PLEOSDRAFT_1043428;PLEOSDRAFT_1112538;PLEOSDRAFT_41319;PLEOSDRAFT_1054346;PLEOSDRAFT_1093765;PLEOSDRAFT_1090897;PLEOSDRAFT_1088861;PLEOSDRAFT_61715;PLEOSDRAFT_1089535;PLEOSDRAFT_1092991;PLEOSDRAFT_1087553
GO:0019725	e	cellular homeostasis	47/1193	347/12296	0.0209	1	biological_process	PLEOSDRAFT_1091979;PLEOSDRAFT_1094158;PLEOSDRAFT_1068853;PLEOSDRAFT_1088718;PLEOSDRAFT_174437;PLEOSDRAFT_1058633;PLEOSDRAFT_1046423;PLEOSDRAFT_1050010;PLEOSDRAFT_1075179;PLEOSDRAFT_1066159;PLEOSDRAFT_1104356;PLEOSDRAFT_1063222;PLEOSDRAFT_1111031;PLEOSDRAFT_1068763;PLEOSDRAFT_1090211;PLEOSDRAFT_1054035;PLEOSDRAFT_33052;PLEOSDRAFT_1037970;PLEOSDRAFT_25197;PLEOSDRAFT_1090158;PLEOSDRAFT_1089553;PLEOSDRAFT_1059662;PLEOSDRAFT_1061285;PLEOSDRAFT_1091920;PLEOSDRAFT_51607;PLEOSDRAFT_1045223;PLEOSDRAFT_1049677;PLEOSDRAFT_1097739;PLEOSDRAFT_1038983;PLEOSDRAFT_24093;PLEOSDRAFT_1060454;PLEOSDRAFT_1092650;PLEOSDRAFT_1095758;PLEOSDRAFT_1110177;PLEOSDRAFT_21661;PLEOSDRAFT_1068145;PLEOSDRAFT_1056060;PLEOSDRAFT_33522;PLEOSDRAFT_1110948;PLEOSDRAFT_1094816;PLEOSDRAFT_1037332;PLEOSDRAFT_1112459;PLEOSDRAFT_1046000;PLEOSDRAFT_1090305;PLEOSDRAFT_1089580;PLEOSDRAFT_174897;PLEOSDRAFT_62392
GO:0007015	e	actin filament organization	16/1193	93/12296	0.021	1	biological_process	PLEOSDRAFT_1061014;PLEOSDRAFT_1110657;PLEOSDRAFT_1055097;PLEOSDRAFT_1036554;PLEOSDRAFT_1056973;PLEOSDRAFT_1090605;PLEOSDRAFT_1068398;PLEOSDRAFT_1059008;PLEOSDRAFT_1077992;PLEOSDRAFT_1093789;PLEOSDRAFT_1093452;PLEOSDRAFT_1073892;PLEOSDRAFT_1062678;PLEOSDRAFT_1098183;PLEOSDRAFT_1066597;PLEOSDRAFT_1058112
